# x, y
-1.000000000000000000e+00 8.742277657347585773e-08
1.000000000000000000e+00 -8.742277657347585773e-08
-1.000000000000000000e+00 8.742277657347585773e-08
1.000000000000000000e+00 -8.742277657347585773e-08
5.000000000000000000e-01 1.000000000000000000e+00
-5.000000000000000000e-01 -1.000000000000000000e+00
-2.500000000000000000e-01 -7.071067690849304199e-01
7.500000000000000000e-01 7.071067690849304199e-01
2.500000000000000000e-01 7.071067690849304199e-01
-7.500000000000000000e-01 -7.071067690849304199e-01
-6.250000000000000000e-01 -9.238795042037963867e-01
3.750000000000000000e-01 9.238795042037963867e-01
8.750000000000000000e-01 3.826832771301269531e-01
-1.250000000000000000e-01 -3.826834559440612793e-01
-3.750000000000000000e-01 -9.238795042037963867e-01
6.250000000000000000e-01 9.238795042037963867e-01
1.250000000000000000e-01 3.826834559440612793e-01
-8.750000000000000000e-01 -3.826832771301269531e-01
-8.125000000000000000e-01 -5.555701851844787598e-01
1.875000000000000000e-01 5.555702447891235352e-01
